Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı (GHz),Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Hard Disk Kapasitesi,Ekran Boyutu,Çözünürlük,Çözünürlük Standartı,Ekran Yenileme Hızı,Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"TUF Gaming A15 FA506NC-HN050A15 Ryzen5 7535HS 16GB 512SSD RTX3050 15.6"" FullHD W11P Taşınabilir",ASUS,Oyun,Siyah,2 - 4 kg,AMD Ryzen 5,7535HS,7. Nesil,6,4.5,16 GB,DDR5,Nvidia GeForce RTX 3050,Harici,4 GB ve altı,DDR5,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:02:05,41.099 TL,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nc-hn050a15-ryzen5-7535hs-16gb-512ssd-rtx3050-15-6-fullhd-w11p-tasinabilir-p-820445838?boutiqueId=61&merchantId=153128
IdeaPad 3 82RK00X8TX04 i3-1215U 12GB 512SSD 15.6'' FullHD W11H Taşınabilir Bilgisayar-CNT005,LENOVO,Ofis - İş,Gri,2 kg ve altı,Intel Core i3,1215U,12. Nesil,6,,12 GB,DDR4,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Windows,2025-12-03 02:02:06,19.999 TL,https://www.trendyol.com/lenovo/ideapad-3-82rk00x8tx04-i3-1215u-12gb-512ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-cnt005-p-792454476?boutiqueId=61&merchantId=557390
"Ideapad Slim 3 AMD Ryzen 7 5825U 16GB 512GB SSD W11 PRO 15.6"" FHD Taşınabilir Bilgisayar",LENOVO,Ofis - İş,Gri,2 kg ve altı,AMD Ryzen 7,5825U,5. Nesil,8,4.3,16 GB,DDR4,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,TN,Windows,2025-12-03 02:02:08,26.899 TL,https://www.trendyol.com/lenovo/ideapad-slim-3-amd-ryzen-7-5825u-16gb-512gb-ssd-w11-pro-15-6-fhd-tasinabilir-bilgisayar-p-784562677?boutiqueId=61&merchantId=557390
"V15 G4 AMN 82YU00QYTX R5-7520U 16 GB 512 GB SSD 15.6"" Dos FHD Dizüstü Bilgisayar",LENOVO,Ofis - İş,Siyah; Gri,2 kg ve altı,AMD Ryzen 5,Belirtilmemiş,5. Nesil,4,4.3,16 GB,DDR4,Intel Iris Plus Graphics,Dahili,Paylaşımlı,DDR4,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:09,28.999 TL,https://www.trendyol.com/lenovo/v15-g4-amn-82yu00qytx-r5-7520u-16-gb-512-gb-ssd-15-6-dos-fhd-dizustu-bilgisayar-p-753005828?boutiqueId=61&merchantId=1054060
Victus 16-R0072NT 8W8A4EA i7-13700H 16GB RAM 1TB SSD 8GB GeForce RTX 4070 16.1 inç FHD FreeDOS,HP,Oyun,Koyu Gri; Siyah,2 - 4 kg,Intel Core i7,13700H,13. Nesil,14,5.0,16 GB,DDR5,Nvidia GeForce RTX 4070,Harici,8 GB,GDDR6,1 TB,HDD Yok,"16,1 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Linux,2025-12-03 02:02:10,65.843 TL,https://www.trendyol.com/hp/victus-16-r0072nt-8w8a4ea-i7-13700h-16gb-ram-1tb-ssd-8gb-geforce-rtx-4070-16-1-inc-fhd-freedos-p-764911686?boutiqueId=61&merchantId=106664
"ThinkBook 14 21KG004NTR19 i7-13700H 16GB 512SSD 14"" FullHD+ W11P Taşınabilir Bilgisayar-CNT01",LENOVO,Ofis - İş,Gri,2 kg ve altı,Intel Core i7,13700H,13. Nesil,14,4.7,16 GB,DDR5,Intel XE Graphics,Dahili,Paylaşımlı,Belirtilmemiş,512 GB,HDD Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows,2025-12-03 02:02:12,43.999 TL,https://www.trendyol.com/lenovo/thinkbook-14-21kg004ntr19-i7-13700h-16gb-512ssd-14-fullhd-w11p-tasinabilir-bilgisayar-cnt01-p-831651908?boutiqueId=61&merchantId=153128
"TUF GAMING A15 FA507NVR-LP029-K3 AMD RYZEN 7-7435HS 32GB 2TB 8GB RTX4060 15.6"" FHD 144Hz DOS",ASUS,Oyun,Mecha Gray; Siyah,2 - 4 kg,AMD Ryzen 7,7435HS,7. Nesil,8,4.5,32 GB,DDR5,Nvidia GeForce RTX 4060,Dahili,8 GB,GDDR6,2 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:13,92.499 TL,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nvr-lp029-k3-amd-ryzen-7-7435hs-32gb-2tb-8gb-rtx4060-15-6-fhd-144hz-dos-p-862756080?boutiqueId=61&merchantId=1007811
"Vivobook 15 X1502ZA-EJ2135 Intel Core i5 1235U 12GB 512GB SSD Freedos 15.6"" Taşınabilir",ASUS,Ev - Okul,gri; Gri,2 - 4 kg,Intel Core i5,1235U,12. Nesil,4,4.4,12 GB,DDR4,Intel Iris Graphics,Dahili,Paylaşımlı,DDR4,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,TN,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:14,28.499 TL,https://www.trendyol.com/asus/vivobook-15-x1502za-ej2135-intel-core-i5-1235u-12gb-512gb-ssd-freedos-15-6-tasinabilir-p-840023296?boutiqueId=61&merchantId=868180
"Inspiron 3520 Intel Core I7 1255u 32gb Gb 1tb Ssd W11h 15.6"" Fhd I35201013u14+zettaçanta",Dell,Ofis - İş,Siyah,2 - 4 kg,Intel Core i7,1255U,12. Nesil,10,4.7,32 GB,DDR4,Intel Iris Graphics,Dahili,Paylaşımlı,Belirtilmemiş,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),Belirtilmemiş,VA,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:16,"48.499,98 TL",https://www.trendyol.com/dell/inspiron-3520-intel-core-i7-1255u-32gb-gb-1tb-ssd-w11h-15-6-fhd-i35201013u14-zettacanta-p-639495085?boutiqueId=61&merchantId=106536
"VOSTRO 3520 Intel Core i5 1235U 16GB 512GB SSD W11Home 15,6"" FHD N1605PVNB3520W18",Dell,Ofis - İş,Siyah,2 kg ve altı,Intel Core i5,1355U,13. Nesil,10,5.0,16 GB,DDR4,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,TN,Windows,2025-12-03 02:02:17,29.099 TL,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512gb-ssd-w11home-15-6-fhd-n1605pvnb3520w18-p-828869818?boutiqueId=61&merchantId=153128
"V15 82kb00gqtx Intel Core I5-1135g7 8 Gb 256gb Ssd Geforce Mx350 2 Gb Gddr5 15.6"" Fhd Freedos",LENOVO,Ofis - İş,Siyah,2 kg ve altı,Intel Core i5,1135G7,11. Nesil,4,4.2,,DDR4,Nvidia GeForce MX350,Harici,4 GB ve altı,DDR5,,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),Belirtilmemiş,TN,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:18,32.999 TL,https://www.trendyol.com/lenovo/v15-82kb00gqtx-intel-core-i5-1135g7-8-gb-256gb-ssd-geforce-mx350-2-gb-gddr5-15-6-fhd-freedos-p-362028196?boutiqueId=61&merchantId=585885
"V15 G4 Iru Intel Core I5-13420h 16gb 512gb Ssd 15.6"" Fhd Freedos Taşınabilir Bilgisayar 83a10",LENOVO,Ofis - İş,Siyah,2 kg ve altı,Intel Core i5,Belirtilmemiş,13. Nesil,8,,16 GB,DDR4,Intel UHD Graphics,Dahili,Paylaşımlı,Belirtilmemiş,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),Belirtilmemiş,TN,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:20,28.999 TL,https://www.trendyol.com/lenovo/v15-g4-iru-intel-core-i5-13420h-16gb-512gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-83a10-p-824096000?boutiqueId=61&merchantId=125175
"V15 I7-1165g7 8gb 512ssd Fdos 15.6"" Fhd 82kb00cbtx",LENOVO,Ofis - İş,Siyah,2 - 4 kg,Intel Core i7,1165G7,11. Nesil,4,4.7,8 GB,DDR4,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,TN,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:22,"32.999,99 TL",https://www.trendyol.com/lenovo/v15-i7-1165g7-8gb-512ssd-fdos-15-6-fhd-82kb00cbtx-p-341222585?boutiqueId=61&merchantId=112319
IdeaPad 3 82RK00X8TX06 i3-1215U 16GB 512SSD 15.6'' FullHD W11H Taşınabilir Bilgisayar-CNT007,LENOVO,Ofis - İş,Gri,2 kg ve altı,Intel Core i3,1215U,12. Nesil,6,,16 GB,DDR4,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Windows,2025-12-03 02:02:23,29.999 TL,https://www.trendyol.com/lenovo/ideapad-3-82rk00x8tx06-i3-1215u-16gb-512ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-cnt007-p-792458090?boutiqueId=61&merchantId=192739
"Vivobook 15 X1502ZA-EJ1071-04 i5-1235U 16GB 512GB 15.6"" FreeDos Taşınabilir Bilgisayar",ASUS,Ev - Okul,Quiet Blue; Mavi,2 kg ve altı,Intel Core i5,1235U,5. Nesil,10,4.4,16 GB,DDR4,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:24,29.499 TL,https://www.trendyol.com/asus/vivobook-15-x1502za-ej1071-04-i5-1235u-16gb-512gb-15-6-freedos-tasinabilir-bilgisayar-p-769947065?boutiqueId=61&merchantId=557390
A16 Intel Core i5-13420H 16GB DDR5 RAM 512GB M.2 SSD RTX4050-6GB 75W 16″ FHD+165Hz Freedos,Gigabyte,Oyun,Renkli,2 - 4 kg,Intel Core i5,13420H,13. Nesil,8,,16 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,512 GB,HDD Yok,16 inç,1920 x 1200,FHD+,165 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:25,35.879 TL,https://www.trendyol.com/gigabyte/a16-intel-core-i5-13420h-16gb-ddr5-ram-512gb-m-2-ssd-rtx4050-6gb-75w-16-fhd-165hz-freedos-p-1042664078?boutiqueId=61&merchantId=106248
Nitro Lite NH.DAAEY.001 i5-13420H 16 GB 512 GB SSD RTX3050-6GB 165Hz 16 WUXGA Dos Notebook,ACER,Oyun,Siyah,2 kg ve altı,Intel Core i5,13420H,13. Nesil,8,4.6,16 GB,DDR5,Nvidia GeForce RTX 3050,Harici,6 GB,GDDR6,512 GB,HDD Yok,16 inç,1920 x 1200,WUXGA,165 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:26,28.749 TL,https://www.trendyol.com/acer/nitro-lite-nh-daaey-001-i5-13420h-16-gb-512-gb-ssd-rtx3050-6gb-165hz-16-wuxga-dos-notebook-p-978020160?boutiqueId=61&merchantId=849802
"CYBORG 15 A13VE-1863XTR Intel Core i5 13420H 16GB 512GB SSD RTX4050 Freedos 15.6"" FHD Bilgisayar",MSI,Oyun,Gri,2 - 4 kg,Intel Core i5,12450H,13. Nesil,10,4.6,16 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:28,34.589 TL,https://www.trendyol.com/msi/cyborg-15-a13ve-1863xtr-intel-core-i5-13420h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-bilgisayar-p-925697405?boutiqueId=61&merchantId=141868
Pulse 17 AI C1VFKG-083XTR ULTRA 7 155H 32GB DDR5 RTX4060 GDDR6 8GB 1TB SSD 17.0 FHD,MSI,Oyun,SİYAH; Siyah,2 - 4 kg,Intel Core Ultra 7,155H,Belirtilmemiş,16,4.8,32 GB,DDR5,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,1 TB,1 TB,17 inç,1920 x 1200,FHD+,165 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:29,69.000 TL,https://www.trendyol.com/msi/pulse-17-ai-c1vfkg-083xtr-ultra-7-155h-32gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-17-0-fhd-p-924401871?boutiqueId=61&merchantId=141868
"Abra A5 V20.7 Intel Core i7 13620H 16GB RAM 500GB SSD RTX 4050 Freedos 15,6"" FHD 165 Hz",MONSTER,Oyun,Siyah,2 - 4 kg,Intel Core i7,13620H,13. Nesil,10,4.9,16 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,500 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),165 Hz,Full HD,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:30,53.299 TL,https://www.trendyol.com/monster/abra-a5-v20-7-intel-core-i7-13620h-16gb-ram-500gb-ssd-rtx-4050-freedos-15-6-fhd-165-hz-p-949397578?boutiqueId=61&merchantId=105286
"ROG Strix G16 G615LR-S5214-Gaming Ultra 7 255HX 32GB 1TB SSD 12GB RTX 5070 Ti 16"" 2.5K WQXGA Freedos",ASUS,Oyun,Eclipse Gray; Siyah,2 - 4 kg,Intel Core Ultra 7,255HX,Belirtilmemiş,20,+5,32 GB,DDR5,Nvidia GeForce RTX 5070 Ti,Harici,12 GB,Belirtilmemiş,1 TB,HDD Yok,16 inç,2560 x 1600,WQXGA,240 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:31,"103.156,84 TL",https://www.trendyol.com/asus/rog-strix-g16-g615lr-s5214-gaming-ultra-7-255hx-32gb-1tb-ssd-12gb-rtx-5070-ti-16-2-5k-wqxga-freedos-p-903715601?boutiqueId=61&merchantId=104683
"Loq 15IRX9 Intel Core I7 13650HX 12GB 1TB SSD 6gb RTX4050 Fdos 15.6"" Fhd Notebook 83DV0118TR",LENOVO,Oyun,Gri; Siyah,2 - 4 kg,Intel Core i7,13650HX,13. Nesil,14,4.9,12 GB,DDR5,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:32,45.999 TL,https://www.trendyol.com/lenovo/loq-15irx9-intel-core-i7-13650hx-12gb-1tb-ssd-6gb-rtx4050-fdos-15-6-fhd-notebook-83dv0118tr-p-903009180?boutiqueId=61&merchantId=105013
CROSSHAIR 18 HX AI A2XWGKG-032XTR ULTRA 9 275HX 64GB RAM 1TB SSD 8GB RTX5070 18.0 QHD+ 240Hz,MSI,Oyun,,2 - 4 kg,Intel Core Ultra 9,275HX,2. Nesil,24,,64 GB,DDR5,Nvidia GeForce RTX 5070,Harici,8 GB,GDDR7,1 TB,HDD Yok,18 inç,2560 x 1600,QHD+,240 Hz,Yok,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:33,131.999 TL,https://www.trendyol.com/msi/crosshair-18-hx-ai-a2xwgkg-032xtr-ultra-9-275hx-64gb-ram-1tb-ssd-8gb-rtx5070-18-0-qhd-240hz-p-944244971?boutiqueId=61&merchantId=118442
"ThinkBook 14 2-in-1 G4 IML Ultra 7 155U 16GB 512GB SSD Freedos 14"" WUXGA IPS Dokunmatik 21MX002VTR",LENOVO,Ofis - İş,Gri,2 kg ve altı,Intel Core Ultra 7,1355U,Belirtilmemiş,12+,4.8,16 GB,DDR5,Intel XE Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:34,42.999 TL,https://www.trendyol.com/lenovo/thinkbook-14-2-in-1-g4-iml-ultra-7-155u-16gb-512gb-ssd-freedos-14-wuxga-ips-dokunmatik-21mx002vtr-p-860719008?boutiqueId=61&merchantId=104683
NB CROSSHAIR 17 HX AI D2XWGKG-018XTR ULTRA 7 255HX 32GB DDR5 RTX5070 GDDR7 8GB 1TB SSD 17.0 QHD+,MSI,Oyun,Siyah,2 - 4 kg,Intel Core Ultra 7,255HX,12. Nesil,24,5.0,32 GB,DDR5,Nvidia GeForce RTX 5070,Dahili,8 GB,GDDR7,1 TB,HDD Yok,17 inç,2560 x 1600,QHD+,240 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:36,99.849 TL,https://www.trendyol.com/msi/nb-crosshair-17-hx-ai-d2xwgkg-018xtr-ultra-7-255hx-32gb-ddr5-rtx5070-gddr7-8gb-1tb-ssd-17-0-qhd-p-940967250?boutiqueId=61&merchantId=106198
Loq 15IAX9 GTI16 Intel Core i5 12450HX 16GB 512GB SSD RTX4060 Freedos 15.6'' FHD 83GS00PGTR,LENOVO,Oyun,Gri,2 - 4 kg,Intel Core i5,12450HX,12. Nesil,8,4.4,16 GB,DDR5,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:37,43.999 TL,https://www.trendyol.com/lenovo/loq-15iax9-gti16-intel-core-i5-12450hx-16gb-512gb-ssd-rtx4060-freedos-15-6-fhd-83gs00pgtr-p-928315572?boutiqueId=61&merchantId=106934
NB KATANA 15 HX B14WFK-450XTR I9-14900HX 32GB DDR5 RTX5060 GDDR7 8GB 1TB SSD 15.6 QHD 165Hz DOS,MSI,Oyun,Siyah,2 - 4 kg,Intel Core i9,14900HX,14. Nesil,24,5.0,32 GB,DDR5,Nvidia GeForce RTX 5060,Dahili,8 GB,Belirtilmemiş,1 TB,HDD Yok,"15,6 inç",2560 x 1440,QHD,165 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:38,84.099 TL,https://www.trendyol.com/msi/nb-katana-15-hx-b14wfk-450xtr-i9-14900hx-32gb-ddr5-rtx5060-gddr7-8gb-1tb-ssd-15-6-qhd-165hz-dos-p-957767302?boutiqueId=61&merchantId=106198
"Tuf F16 Fx608jpr-qt002-gaming Intel Core I7 14650hx 32gb 1tb Ssd Rtx 5070 16"" 2.5k Wqxga 165hz Ips",ASUS,Oyun,Jaeger Gri,2 - 4 kg,Intel Core i7,14650HX,14. Nesil,16,+5,32 GB,DDR5,Nvidia GeForce RTX 5070,Harici,8 GB,GDDR7,1 TB,HDD Yok,16 inç,2560 x 1600,WQXGA,165 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:39,83.699 TL,https://www.trendyol.com/asus/tuf-f16-fx608jpr-qt002-gaming-intel-core-i7-14650hx-32gb-1tb-ssd-rtx-5070-16-2-5k-wqxga-165hz-ips-p-947843665?boutiqueId=61&merchantId=104683
"IdeaPad Slim 3 15IRH8 i5-13420H 16 GB 512 GB SSD 15,6"" FHD FreeDos 83EM00KYTR",LENOVO,Ofis - İş,gri,2 kg ve altı,Intel Core i5,13420H,13. Nesil,8,4.6,16 GB,LPDDR5,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),Belirtilmemiş,TN,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:40,22.399 TL,https://www.trendyol.com/lenovo/ideapad-slim-3-15irh8-i5-13420h-16-gb-512-gb-ssd-15-6-fhd-freedos-83em00kytr-p-1039111754?boutiqueId=61&merchantId=107007
"ROG Strix SCAR 18 G835LX-SA155 24GB RTX5090 Intel Ultra 9 275HX 64GB 4TB SSD 18"" WQXGA 240Hz",ASUS,Oyun,Siyah,2 - 4 kg,Intel Core Ultra 9,275HX,Belirtilmemiş,24,,64 GB,DDR5,Nvidia GeForce RTX 5090,Harici,16 GB,Belirtilmemiş,4 TB,HDD Yok,18 inç,2560 x 1600,WQXGA,240 Hz,Mini LED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:41,249.999 TL,https://www.trendyol.com/asus/rog-strix-scar-18-g835lx-sa155-24gb-rtx5090-intel-ultra-9-275hx-64gb-4tb-ssd-18-wqxga-240hz-p-902007501?boutiqueId=61&merchantId=118442
"Abra A7 V16.2.5 Intel Core i7 13700HX 32GB RAM 1GB SSD RTX 5050 Windows 11 17,3"" FHD 144 Hz",MONSTER,Oyun,Siyah,2 - 4 kg,Intel Core i7,13700HX,13. Nesil,16,5.0,32 GB,DDR5,Nvidia GeForce RTX 5050,Dahili,8 GB,GDDR7,1 TB,HDD Yok,"17,3 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:02:42,80.699 TL,https://www.trendyol.com/monster/abra-a7-v16-2-5-intel-core-i7-13700hx-32gb-ram-1gb-ssd-rtx-5050-windows-11-17-3-fhd-144-hz-p-969577015?boutiqueId=61&merchantId=105286
"Slayer R9T-5070 C3 AMD Ryzen 9 8945HX 64GB RAM 2TB SSD RTX5070 16"" 300Hz QHD+ FreeDOS Gam",Game Garaj,Oyun,Gri,2 - 4 kg,AMD Ryzen 9,8940HX,8. Nesil,16,+5,64 GB,DDR5,Nvidia GeForce RTX 5070,Harici,8 GB,GDDR7,2 TB,HDD Yok,16 inç,2560 x 1600,QHD+,300 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:43,79.899 TL,https://www.trendyol.com/game-garaj/slayer-r9t-5070-c3-amd-ryzen-9-8945hx-64gb-ram-2tb-ssd-rtx5070-16-300hz-qhd-freedos-gam-p-948777350?boutiqueId=61&merchantId=124551
"LOQ 15IAX9 i5-12450HX 16GB/ 1TB SSD/ 6GB RTX 3050/ 83GS00R4TR 15.6"" Fdos Dizüstü Bilgisayar",LENOVO,Oyun,,2 - 4 kg,Intel Core i5,12450H,12. Nesil,8,,16 GB,DDR5,Nvidia GeForce RTX 3050,Harici,6 GB,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:44,33.999 TL,https://www.trendyol.com/lenovo/loq-15iax9-i5-12450hx-16gb-1tb-ssd-6gb-rtx-3050-83gs00r4tr-15-6-fdos-dizustu-bilgisayar-p-982514872?boutiqueId=61&merchantId=4367
"ROG Zephyrus G16 GU605CP-QR066-Gaming Intel Core Ultra 9 32GB 1TB SSD RTX 5070 (105W) 16"" 2.5K OLED",ASUS,Oyun,Platinum Beyaz,2 kg ve altı,Intel Core Ultra 9,285H,Belirtilmemiş,16,+5,32 GB,LPDDR5X,Nvidia GeForce RTX 5070,Harici,8 GB,GDDR7,1 TB,HDD Yok,16 inç,2560 x 1600,2.5K,240 Hz,OLED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:45,129.899 TL,https://www.trendyol.com/asus/rog-zephyrus-g16-gu605cp-qr066-gaming-intel-core-ultra-9-32gb-1tb-ssd-rtx-5070-105w-16-2-5k-oled-p-947541819?boutiqueId=61&merchantId=118442
"Slayer4 7XL-4060 C2 Intel Core i7 14700HX 32GB RAM 1TB SSD RTX4060 17"" QHD 240Hz IPS Free",Game Garaj,Oyun,Siyah,2 - 4 kg,Intel Core i7,14700HX,14. Nesil,20,+5,32 GB,DDR5,Nvidia GeForce RTX 4060,Dahili,8 GB,GDDR6,1 TB,HDD Yok,17 inç,2560 x 1600,QHD,240 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:46,57.899 TL,https://www.trendyol.com/game-garaj/slayer4-7xl-4060-c2-intel-core-i7-14700hx-32gb-ram-1tb-ssd-rtx4060-17-qhd-240hz-ips-free-p-894643611?boutiqueId=61&merchantId=124551
"Tulpar T6 V3.7.2 Intel Core i9 13900HX 32GB RAM 1TB SSD 12GB RTX 5070 Ti FreeDOS 16"" QHD+ 180 Hz",MONSTER,Oyun,Siyah,2 - 4 kg,Intel Core i9,13900HX,13. Nesil,24,+5,32 GB,DDR5,Nvidia GeForce RTX 5070 Ti,Dahili,16 GB,GDDR7,1 TB,HDD Yok,16 inç,2560 x 1600,QHD+,180 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:47,107.199 TL,https://www.trendyol.com/monster/tulpar-t6-v3-7-2-intel-core-i9-13900hx-32gb-ram-1tb-ssd-12gb-rtx-5070-ti-freedos-16-qhd-180-hz-p-969550842?boutiqueId=61&merchantId=105286
"Tulpar T6 V3.4.5 Intel Core i7 13700HX 32GB RAM 1TB SSD RTX 5070 Windows 11 Home 16"" FHD+ 165 Hz",MONSTER,Oyun,Siyah,2 - 4 kg,Intel Core i7,13700HX,13. Nesil,16,5.0,32 GB,DDR5,Nvidia GeForce RTX 5070,Dahili,8 GB,GDDR7,1 TB,HDD Yok,16 inç,1920 x 1200,FHD+,165 Hz,IPS,Windows,2025-12-03 02:02:48,77.900 TL,https://www.trendyol.com/monster/tulpar-t6-v3-4-5-intel-core-i7-13700hx-32gb-ram-1tb-ssd-rtx-5070-windows-11-home-16-fhd-165-hz-p-933983579?boutiqueId=61&merchantId=275331
"Nitro 5 NH.QLFEY.004 I7 12650h 16gb 1tb Ssd Rtx4060-140W Dos 17.3"" 144hz Taşınabilir Bilgisayar",ACER,Oyun,,2 - 4 kg,Intel Core i7,12650H,12. Nesil,10,2.3,16 GB,DDR5,Nvidia GeForce RTX 4060,Dahili,8 GB,GDDR6,1 TB,1 TB,"17,3 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:49,47.999 TL,https://www.trendyol.com/acer/nitro-5-nh-qlfey-004-i7-12650h-16gb-1tb-ssd-rtx4060-140w-dos-17-3-144hz-tasinabilir-bilgisayar-p-936860502?boutiqueId=61&merchantId=106740
IdeaPad Slim 3 83K2001RTR i5-13420H 8G 512G SSD 16' FHD+ 1920x1200 FreeDos Cosmic Blue,LENOVO,Ofis - İş,mavi; Siyah,2 kg ve altı,Intel Core i5,13420H,13. Nesil,8,4.6,8 GB,DDR5,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,16 inç,1920 x 1200,FHD+,60 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:02:50,19.999 TL,https://www.trendyol.com/lenovo/ideapad-slim-3-83k2001rtr-i5-13420h-8g-512g-ssd-16-fhd-1920x1200-freedos-cosmic-blue-p-924632506?boutiqueId=61&merchantId=105013
