title,brand,intended_use,color,weight,cpu_family,cpu_model,cpu_generation,cpu_cores,cpu_max_ghz,ram_gb,ram_type,gpu_model,gpu_type,gpu_vram_gb,gpu_vram_type,ssd_gb,hdd_gb,screen_size_inch,resolution,display_standard,refresh_rate_hz,panel_type,operating_system,scraped_at,price_try,url,platform,source_file
"asus vivobook 15 x1504va-nj426w06 i7-1355u 24gb 1tbssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt007",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,24.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:48,44999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w06-i7-1355u-24gb-1tbssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt007-p-hbcv000078w67w,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w05 i7-1355u 24gb 512ssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt006",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,24.0,ddr4,intel integrated,integrated,0.0,shared,,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:49,35999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w05-i7-1355u-24gb-512ssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt006-p-hbcv000078w3fh,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj426w01 i7-1355u 8gb 1tbssd 15.6"" fhd windows 11 home taşınabilir bilgisayar-cnt002",asus,,mavi,2 kg ve altı,intel core i7,1355u,13.0,,5.0,8.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,windows home,2025-12-03 01:20:51,37999.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj426w01-i7-1355u-8gb-1tbssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-cnt002-p-hbcv000078w674,hepsiburada,hb_details_202512030147.csv
"acer aspire 3 a315-59-521e dizüstü bilgisayar, intel i5-1235u işlemci, 8gb ddr4 ram, 512gb m.2 nvme ssd, iris xe graphics 15.6"" full hd ekran, linux, nx.k6tey.004",acer,ofis-is,gümüş,2 - 4 kg,intel core i5,intel core i5,12.0,,4.4,8.0,ddr4,intel integrated,integrated,2.0,shared,512.0,,15.6,1920x1080,fhd,,ips,linux,2025-12-03 01:20:53,24444.0,https://www.hepsiburada.com/acer-aspire-3-a315-59-521e-dizustu-bilgisayar-intel-i5-1235u-islemci-8gb-ddr4-ram-512gb-m-2-nvme-ssd-iris-xe-graphics-15-6-full-hd-ekran-linux-nx-k6tey-004-pm-hbc00005uru3b,hepsiburada,hb_details_202512030147.csv
asus rog strix scar 16 g635lw-rw140g 16gb rtx5080 intel ultra 9 275hx 32gb ram 2tb performance ssd 16 inç wqxga 240hz taşınabilir bilgisayar,asus,oyun,siyah,2 - 4 kg,intel,275hx,,,2.7,32.0,ddr5,nvidia rtx 5080,dedicated,16.0,gddr7,2048.0,,16.0,2560x1600,wqxga,240.0,mini led,freedos,2025-12-03 01:20:55,192473.88,https://www.hepsiburada.com/asus-rog-strix-scar-16-g635lw-rw140g-16gb-rtx5080-intel-ultra-9-275hx-32gb-ram-2tb-performance-ssd-16-inc-wqxga-240hz-tasinabilir-bilgisayar-pm-hbc000081gb37,hepsiburada,hb_details_202512030147.csv
"casper nirvana s100 intel core ultra 7 255h 32gb ddr5 1tb ssd freedos taşınabilir bilgisayar 16"" s100.255h-df00x-g-f",casper,,gri,2 kg ve altı,intel core ultra 7,255h,2.0,,5.1,32.0,ddr5,integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,fhd,,ips,freedos,2025-12-03 01:20:57,40499.0,https://www.hepsiburada.com/casper-nirvana-s100-intel-core-ultra-7-255h-32gb-ddr5-1tb-ssd-freedos-15-6-s100-255h-df00x-g-f-pm-hbc00009p69os,hepsiburada,hb_details_202512030147.csv
acer swift go sfg14-72-77sk intel ultra 7-155h işlemci arc graphics 16gb ram 512gb ssd evo 14'' 2.8k oled w11 gümüş notebook,acer,ofis-is,gümüş,,intel core ultra 7,155h,,16.0,,16.0,,,integrated,0.0,,512.0,,14.0,1920x1080,oled,90.0,,windows home,2025-12-03 01:20:59,45750.0,https://www.hepsiburada.com/acer-swift-go-sfg14-72-77sk-intel-ultra-7-155h-islemci-arc-graphics-16gb-ram-512gb-ssd-evo-14-2-8k-oled-w11-gumus-notebook-pm-hbc00007938ai,hepsiburada,hb_details_202512030147.csv
"asus tuf gamıng f16 fx608jpr-qt069 intel core i7-14650hx 32gb ddr5 1tb ssd 8gb rtx5070 16"" 165hz freedos",asus,oyun,gri,2 - 4 kg,intel core i7,14650hx,14.0,16.0,5.2,32.0,ddr5,nvidia rtx 5070,dedicated_high_end,8.0,gddr7,1024.0,,16.0,2560x1600,wqxga,165.0,,freedos,2025-12-03 01:21:02,85999.0,https://www.hepsiburada.com/asus-tuf-gaming-f16-fx608jpr-qt069-intel-core-i7-14650hx-32gb-ddr5-1tb-ssd-8gb-rtx5070-16-165hz-freedos-pm-hbc00009uqwl0,hepsiburada,hb_details_202512030147.csv
"dell inspiron 3520 intel core i7 1255u 16gb 512gb ssd windows 11 pro 15.6"" fhd taşınabilir bilgisayar i35201013u012",dell,ofis-is,siyah,1 - 2 kg,intel core i7,intel core i7,12.0,,4.7,16.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,,wva,windows pro,2025-12-03 01:21:06,31799.0,https://www.hepsiburada.com/dell-inspiron-3520-intel-core-i7-1255u-16gb-512gb-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-i35201013u012-pm-hbc000045lpka,hepsiburada,hb_details_202512030147.csv
"hp 250 g10 i̇ntel core i̇7 1355u 32gb 512gb ssd windows 11 home 15.6"" fhd taşınabilir bilgisayar 9g2g8eta71",hp,ev-okul,gri,2 kg ve altı,intel core i7,1355u,13.0,,5.0,32.0,ddr4,integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,tn,windows home,2025-12-03 01:21:08,37053.0,https://www.hepsiburada.com/hp-250-g10-intel-core-i7-1355u-32gb-512gb-ssd-windows-11-home-15-6-fhd-tasinabilir-bilgisayar-9g2g8eta71-pm-hbc00008fh618,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 5 intel core i5 13420h 16gb 1tb ssd freedos 14"" wuxga oled taşınabilir bilgisayar 83hr0049tr",lenovo,ofis-is,gri,2 kg ve altı,intel core i5,intel core i5,13.0,,4.6,16.0,ddr5,integrated,integrated,,shared,1024.0,,14.0,1920x1200,wuxga,,oled,freedos,2025-12-03 01:21:10,30999.0,https://www.hepsiburada.com/lenovo-ideapad-slim-5-intel-core-i5-13420h-16gb-1tb-ssd-freedos-14-wuxga-tasinabilir-bilgisayar-83hr0049tr-pm-hbc00008kxkqk,hepsiburada,hb_details_202512030147.csv
"lenovo thinkbook 14 21kg00uctr02 i5-13420h 16gb 1tbssd 14"" fhd+ freedos dizüstü bilgisayar-cnt003",lenovo,,gri,2 kg ve altı,intel core i5,intel core i5,13.0,,4.6,16.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,14.0,1920x1200,fhd,60.0,ips,freedos,2025-12-03 01:21:12,30870.0,https://www.hepsiburada.com/lenovo-thinkbook-14-21kg00uctr02-i5-13420h-16gb-1tbssd-14-fhd-freedos-dizustu-bilgisayar-cnt003-pm-hbc00007i2ujk,hepsiburada,hb_details_202512030147.csv
asus tuf gaming a15 fa507nur-lp006 6gb rtx4050 140w ryzen 7 7435hs 16gb ram 512gb ssd 15.6 inç fhd 144hz taşınabilir bilgisayar,asus,,siyah,2 - 4 kg,amd ryzen 7,7435hs,7.0,,3.1,8.0,ddr5,nvidia rtx 4050,dedicated,6.0,,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:21:14,52366.03,https://www.hepsiburada.com/asus-tuf-gaming-a15-fa507nur-lp006-6gb-rtx4050-140w-ryzen-7-7435hs-8gb-ram-512gb-ssd-15-6-inc-fhd-144hz-tasinabilir-bilgisayar-pm-hbc00006lnl1m,hepsiburada,hb_details_202512030147.csv
lenovo loq intel core i7-12650hx 32gb 1tb ssd rtx4050 (65w) freedos 15.6 fhd 83lk002vtr321c taşınabilir bilgisayar + çanta,lenovo,oyun,gri,2 - 4 kg,intel core i7,12650hx,12.0,,4.7,32.0,ddr5,nvidia rtx 4050,dedicated_high_end,6.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:21:16,55899.0,https://www.hepsiburada.com/lenovo-loq-intel-core-i7-12650hx-32gb-1tb-ssd-rtx4050-65w-freedos-15-6-fhd-83lk002vtr321c-tasinabilir-bilgisayar-canta-pm-hbc00008nh3z9,hepsiburada,hb_details_202512030147.csv
"hp 250 g10 b2nc1es003 i5-1334u 16gb 512ssd 15.6"" fhd w11h taşınabilir bilgisayar-cnt004",hp,ofis-is,gri,2 kg ve altı,intel core i5,1334u,13.0,,4.6,16.0,ddr4,intel integrated,integrated,0.0,shared,,,15.6,1920x1080,fhd,60.0,sva,windows home,2025-12-03 01:21:18,24499.02,https://www.hepsiburada.com/hp-250-g10-b2nc1es003-i5-1334u-16gb-512ssd-15-6-fhd-w11h-tasinabilir-bilgisayar-cnt004-p-hbcv00008uxnq7,hepsiburada,hb_details_202512030147.csv
hp 250 g10 i5-1334u 8gb ram 512gb ssd 15.6'' fhd w11h uma siyah notebook b2nc1es,hp,ofis-is,siyah,2 kg ve altı,,1334u,13.0,,,8.0,,,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,,,windows home,2025-12-03 01:21:22,26599.0,https://www.hepsiburada.com/hp-250-g10-i5-1334u-8gb-ram-512gb-ssd-15-6-fhd-w11h-uma-siyah-notebook-b2nc1es-p-hbcv000082f5o6,hepsiburada,hb_details_202512030147.csv
lenovo loq 15iax9 gticnt intel core i5 12450hx 12gb 1tb ssd rtx4060 freedos 15.6” fhd 83gs00phtr + çanta hediyeli,lenovo,oyun,gri,2 - 4 kg,intel core i5,12450hx,12.0,8.0,4.4,12.0,ddr5,nvidia rtx 4060,dedicated_high_end,8.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:21:25,44499.0,https://www.hepsiburada.com/lenovo-loq-15iax9-gticnt-intel-core-i5-12450hx-12gb-1tb-ssd-rtx4060-freedos-15-6-fhd-83gs00phtr-canta-hediyeli-pm-hbc00009p4ecw,hepsiburada,hb_details_202512030147.csv
"asus zenbook s13 oled ux5304va-nq021w intel core i7 1355u 13.nesil 16gb 1tb ssd windows 11 home 13.3"" 1cm-1kg taşınabilir bilgisayar",asus,,gümüş,1 - 2 kg,intel core i7,,13.0,,5.0,16.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,13.3,2880x1800,oled,,oled,windows home,2025-12-03 01:21:26,51943.17,https://www.hepsiburada.com/asus-zenbook-s13-oled-ux5304va-nq021w-intel-core-i7-1355u-13-nesil-16gb-1tb-ssd-windows-11-home-13-3-1cm-1kg-tasinabilir-bilgisayar-pm-hbc000048i7am,hepsiburada,hb_details_202512030147.csv
"lenovo thinkbook 16p g5 irx intel core i9 14900hx 32gb 1tb ssd rtx4060 windows 11 home 16"" wqsxga 165hz ips taşınabilir bilgisayar 21n50024tra8",lenovo,,gri,2 - 4 kg,intel core i9,intel core i9,14.0,,5.8,32.0,ddr5,nvidia rtx 4060,dedicated_high_end,8.0,gddr6,1024.0,,16.0,3200x2000,,165.0,ips,windows home,2025-12-03 01:21:28,92243.0,https://www.hepsiburada.com/lenovo-thinkbook-16p-g5-irx-intel-core-i9-14900hx-32gb-1tb-ssd-rtx4060-windows-11-home-16-wqsxga-165hz-ips-tasinabilir-bilgisayar-21n50024tra8-pm-hbc00007etm2n,hepsiburada,hb_details_202512030147.csv
"casper nirvana x650 i5-13420h 24gb ddr5 1tb ssd 15.6"" freedos laptop x650.1342-cf00x-g-f",casper,,gri,2 kg ve altı,intel core i5,13420h,13.0,,4.6,24.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,,,ips,freedos,2025-12-03 01:21:30,26899.0,https://www.hepsiburada.com/casper-nirvana-x650-i5-13420h-24gb-ddr5-1tb-ssd-15-6-freedos-laptop-x650-1342-cf00x-g-f-pm-hbc0000aa3gdz,hepsiburada,hb_details_202512030147.csv
"lenovo thinkbook g6 i5-13420h 16-gbddr5 1 tb ssd uhd graphics 14"" wuxga notebook windows 11 home 21kg00uctrhmf42",lenovo,ofis-is,gri,2 kg ve altı,intel core i5,intel core i5,13.0,,4.6,16.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,14.0,1920x1200,wuxga,60.0,ips,windows home,2025-12-03 01:21:32,31835.35,https://www.hepsiburada.com/lenovo-thinkbook-g6-i5-13420h-16-gbddr5-1-tb-ssd-uhd-graphics-14-wuxga-notebook-windows-11-home-21kg00uctrhmf42-pm-hbc00007hrnt8,hepsiburada,hb_details_202512030147.csv
"hp 250 g10 intel core i5 1334u 32gb 512gb ssd windows 11 pro 15.6"" taşınabilir bilgisayar b2nc5esa75",hp,ofis-is,siyah,2 kg ve altı,intel core i5,1334u,13.0,,4.6,32.0,ddr4,integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,tn,windows pro,2025-12-03 01:21:34,31039.03,https://www.hepsiburada.com/hp-250-g10-intel-core-i5-1334u-32gb-512gb-ssd-windows-11-pro-15-6-tasinabilir-bilgisayar-b2nc5esa75-pm-hbc00007supdn,hepsiburada,hb_details_202512030147.csv
"lenovo thinkbook 16 21kk000wtr06 ryzen7 7730u 32gb 1tbssd 16"" fhd+ freedos dizüstü bilgisayar",lenovo,,gri,2 kg ve altı,amd ryzen 7,amd ryzen 7,7.0,,4.5,32.0,ddr4,amd integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,wuxga,60.0,ips,freedos,2025-12-03 01:21:36,39605.03,https://www.hepsiburada.com/lenovo-thinkbook-16-21kk000wtr06-ryzen7-7730u-32gb-1tbssd-16-fhd-freedos-dizustu-bilgisayar-pm-hbc00007dvr7j,hepsiburada,hb_details_202512030147.csv
"lenovo thinkbook 14 g4 iml intel core ultra 7 155u 64gb 4tb ssd windows 11 home 14"" wuxga dokunmatik taşınabilir bilgisayar 21mx002vtra39",lenovo,ofis-is,gri,1 - 2 kg,,155u,,,4.8,64.0,ddr5,integrated,integrated,0.0,shared,4096.0,,14.0,1920x1200,wuxga,60.0,,windows home,2025-12-03 01:21:38,85801.0,https://www.hepsiburada.com/lenovo-thinkbook-14-g4-iml-intel-core-ultra-7-155u-64gb-4tb-ssd-windows-11-home-14-wuxga-dokunmatik-tasinabilir-bilgisayar-21mx002vtra39-pm-hbc00007738m8,hepsiburada,hb_details_202512030147.csv
"lenovo loq 17irx10a43 intel core i7 14700hx 64gb 2tb ssd rtx5070 windows 11 pro 17.3"" fhd 165hz 300nit ips taşınabilir bilgisayar 83jh006htra43",lenovo,oyun,gri,2 - 4 kg,intel core i7,14700hx,14.0,20.0,5.5,64.0,ddr5,nvidia rtx 5070,dedicated_high_end,8.0,gddr7,2048.0,,17.3,1920x1080,fhd,165.0,ips,windows pro,2025-12-03 01:21:40,103602.89,https://www.hepsiburada.com/lenovo-loq-17irx10a43-intel-core-i7-14700hx-64gb-2tb-ssd-rtx5070-windows-11-pro-17-3-fhd-165hz-300nit-ips-tasinabilir-bilgisayar-83jh006htra43-pm-hbc0000ae6st2,hepsiburada,hb_details_202512030147.csv
"asus vivobook 15 x1504va-nj2404 intel core i5 1334u 15.6"" 8gb 512gb m.2 ssd fhd freedos",asus,ofis-is,mavi,2 kg ve altı,intel core i5,1334u,13.0,10.0,5.0,8.0,ddr4,integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,tn,freedos,2025-12-03 01:21:42,21674.0,https://www.hepsiburada.com/asus-vivobook-15-x1504va-nj2404-intel-core-i5-1334u-15-6-8gb-ddr4-ram-512gb-m2-ssd-fhd-freedos-nb-pm-hbc00008dw5db,hepsiburada,hb_details_202512030147.csv
"lenovo loq 83jc006atr19 ryzen7 7435hs 16gb 512ssd rtx4050 15.6"" fhd w11p dizüstü bilgisayar-cnt020",lenovo,,gri,2 - 4 kg,amd ryzen 7,7435hs,7.0,,4.5,16.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,windows pro,2025-12-03 01:21:44,45079.99,https://www.hepsiburada.com/lenovo-loq-83jc006atr19-ryzen7-7435hs-16gb-512ssd-rtx4050-15-6-fhd-w11p-dizustu-bilgisayar-cnt020-pm-hbc00007g9izk,hepsiburada,hb_details_202512030147.csv
"hp 250 g10 i5-1334u 32 gb 1 tb ssd windows 11 pro iris xe graphics 15.6"" full hd 9g1e4etcb7 taşınabilir bilgisayar",hp,ofis-is,siyah,2 kg ve altı,intel core i5,1334u,13.0,,4.6,32.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,windows pro,2025-12-03 01:21:46,34200.0,https://www.hepsiburada.com/hp-250-g10-i5-1334u-32-gb-1-tb-ssd-windows-11-pro-iris-xe-graphics-15-6-full-hd-9g1e4etcb7-tasinabilir-bilgisayar-pm-hbc00008ok5r6,hepsiburada,hb_details_202512030147.csv
"lenovo thinkbook 16 g6 irl i5-1335u 16 gb 512 gb ssd windows 11 pro iris xe graphics 16"" wuxga taşınabilir bilgisayar 21kh001etrcb1",lenovo,ofis-is,gri,2 kg ve altı,intel core i5,1335u,13.0,10.0,4.6,16.0,ddr5,intel integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,60.0,ips,windows pro,2025-12-03 01:21:48,30000.0,https://www.hepsiburada.com/lenovo-thinkbook-16-g6-irl-i5-1335u-16-gb-512-gb-ssd-windows-11-pro-iris-xe-graphics-16-wuxga-tasinabilir-bilgisayar-21kh001etrcb1-pm-hbc000093dvn8,hepsiburada,hb_details_202512030147.csv
dell latitude 3550 i5-1335u 16gb 1tb ssd 15.6 fhd windows 11 pro,dell,ofis-is,gri,2 kg ve altı,intel core i5,1335u,13.0,,4.6,16.0,ddr5,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,windows pro,2025-12-03 01:21:51,38571.84,https://www.hepsiburada.com/dell-latitude-3550-i5-1335u-16gb-1tb-ssd-15-6-fhd-windows-11-pro-pm-hbc0000a5563k,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 16irh10 i7-13620h 24-gbddr5 512 gb ssd uhd graphics 16"" wuxga windows 11 home notebook 83k2001vtrat32",lenovo,ofis-is,gri,2 - 4 kg,intel core i7,13620h,13.0,10.0,4.9,,ddr5,intel integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,60.0,ips,windows home,2025-12-03 01:21:52,35370.37,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-i7-13620h-24-gbddr5-512-gb-ssd-uhd-graphics-16-wuxga-windows-11-home-notebook-83k2001vtrat32-pm-hbc0000a3rlic,hepsiburada,hb_details_202512030147.csv
"dell inspiron 3520 i̇5-1235u 16 gb 1 tbssd 15.6"" windows 11 home taşınabilir bilgisayar i35202011u bt31",dell,ofis-is,siyah,2 - 4 kg,intel core i5,intel core i5,12.0,,4.4,16.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,120.0,wva,windows home,2025-12-03 01:21:54,31899.0,https://www.hepsiburada.com/dell-inspiron-3520-i5-1235u-16-gb-1-tbssd-15-6-windows-11-home-tasinabilir-bilgisayar-i35202011u-bt31-pm-hbc00006c45g3,hepsiburada,hb_details_202512030147.csv
"hp 255 g10 ryzen 5 7530u 16 gb 1 tb ssd windows 11 pro taşınabilir bilgisayar radeon graphics 15.6"" full hd taşınabilir bilgisayar 9g1g0etcb3",hp,ofis-is,gri,,amd ryzen 5,7530u,,,4.5,16.0,ddr4,amd integrated,integrated,0.0,,1024.0,,15.6,1920x1080,fhd,60.0,,windows pro,2025-12-03 01:21:57,27500.0,https://www.hepsiburada.com/hp-255-g10-ryzen-5-7530u-16-gb-1-tb-ssd-windows-11-pro-tasinabilir-bilgisayar-radeon-graphics-15-6-full-hd-tasinabilir-bilgisayar-9g1g0etcb3-pm-hbc000092u6cx,hepsiburada,hb_details_202512030147.csv
"hp victus 16-r1001nta26 intel core i7 14700hx 32gb 2tb ssd rtx4060 windows 11 pro 16.1"" fhd 144hz ips taşınabilir bilgisayar 9j205eaa26",hp,oyun,mavi,2 - 4 kg,intel core i7,14700hx,14.0,,5.5,32.0,ddr5,nvidia rtx 4060,dedicated_high_end,8.0,gddr6,2048.0,,16.1,1920x1080,fhd,144.0,ips,windows pro,2025-12-03 01:21:59,78546.0,https://www.hepsiburada.com/hp-victus-16-r1001nta26-intel-core-i7-14700hx-32gb-2tb-ssd-rtx4060-windows-11-pro-16-1-fhd-144hz-ips-tasinabilir-bilgisayar-9j205eaa26-pm-hbc00007cklhc,hepsiburada,hb_details_202512030147.csv
"lenovo v15 g4 ryzen 7 7730u 16 gb 1 tb ssd windows 11 pro 15.6"" full hd notebook abp 82yy001mtrcb3",lenovo,ofis-is,siyah,1 - 2 kg,amd ryzen 7,amd ryzen 7,,,4.5,16.0,ddr4,amd integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,tn,windows pro,2025-12-03 01:22:01,26590.0,https://www.hepsiburada.com/lenovo-v15-g4-ryzen-7-7730u-16-gb-1-tb-ssd-windows-11-pro-15-6-full-hd-notebook-abp-82yy001mtrcb3-pm-hbc00006t846j,hepsiburada,hb_details_202512030147.csv
"hp probook 450 g10 i7-1355u 16 gb ram 512 gb ssd 15.6"" freefreedos taşınabilir bilgisayar 969h2et k9",hp,,gümüş,2 - 4 kg,intel core i7,1355u,13.0,,5.0,16.0,ddr4,integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,,,,freedos,2025-12-03 01:22:02,33189.0,https://www.hepsiburada.com/hp-probook-450-g10-i7-1355u-16-gb-ram-512-gb-ssd-15-6-freefreedos-tasinabilir-bilgisayar-969h2et-k9-pm-hbc00007w9t6w,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 83k2001rtr026 i5-13420h 40gb 512ssd 16"" wuxga w11p dizüstü bilgisayar",lenovo,ofis-is,mavi,2 kg ve altı,intel core i5,13420h,13.0,8.0,4.6,40.0,ddr5,intel integrated,integrated,0.0,shared,,,16.0,1920x1200,wuxga,60.0,ips,windows pro,2025-12-03 01:22:04,38415.04,https://www.hepsiburada.com/lenovo-ideapad-slim-3-83k2001rtr026-i5-13420h-40gb-512ssd-16-wuxga-w11p-dizustu-bilgisayar-pm-hbc00009radbz,hepsiburada,hb_details_202512030147.csv
"msi msı katana 17 intel core i7 13620h b13vfk-872xtr-41 48gb 4tb+4tb rtx 4060 8gb freedos 17.3"" fhd 144hz taşınabilir bilgisayar & b13vfk872xtrk41",msi,oyun,siyah,2 - 4 kg,intel core i7,intel core i7,13.0,,4.9,48.0,ddr5,nvidia rtx 4060,dedicated_high_end,8.0,gddr6,8192.0,,17.3,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:22:06,181999.0,https://www.hepsiburada.com/msi-katana-17-intel-core-i7-13620h-b13vfk-872xtr-41-48gb-4tb-4tb-rtx-4060-8gb-freedos-17-3-fhd-144hz-tasinabilir-bilgisayar-b13vfk872xtrk41-pm-hbc000085kher,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 83k2001rtr024 i5-13420h 24gb 512ssd 16"" wuxga w11p dizüstü bilgisayar",lenovo,ofis-is,mavi,2 kg ve altı,intel core i5,13420h,13.0,8.0,4.6,24.0,ddr5,intel integrated,integrated,0.0,shared,,,16.0,1920x1200,wuxga,60.0,ips,windows pro,2025-12-03 01:22:08,27899.0,https://www.hepsiburada.com/lenovo-ideapad-slim-3-83k2001rtr024-i5-13420h-24gb-512ssd-16-wuxga-w11p-dizustu-bilgisayar-pm-hbc00009racv9,hepsiburada,hb_details_202512030147.csv
"lenovo v15 g4 i7-1355u 40gb 1 tbssd iris xe graphics 15.6"" fhd windows 11 pro notebook 83a100gptrhmf20",lenovo,ofis-is,siyah,2 kg ve altı,intel core i7,1355u,13.0,,5.0,40.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,tn,windows pro,2025-12-03 01:22:11,35027.03,https://www.hepsiburada.com/lenovo-v15-g4-i7-1355u-40gb-1-tbssd-iris-xe-graphics-15-6-fhd-windows-11-pro-notebook-83a100gptrhmf20-pm-hbc00008lbde0,hepsiburada,hb_details_202512030147.csv
lenovo loq 15irx10 intel core i5 13450hx 24gb 512gb ssd rtx5050 freedos 15.6” fhd 83je00ebtr,lenovo,,gri,2 - 4 kg,intel core i5,13450hx,13.0,10.0,4.6,24.0,ddr5,nvidia rtx 5050,dedicated_high_end,8.0,gddr7,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 01:22:13,50999.0,https://www.hepsiburada.com/lenovo-loq-15irx10-intel-core-i5-13450hx-24gb-512gb-ssd-rtx5050-freedos-15-6-fhd-83je00ebtr-pm-hbc0000a1k14f,hepsiburada,hb_details_202512030147.csv
dell vostro 3520 i5-1235u 32gb 1tb ssd 15.6 fhd freefreedso taşınabilir bilgisayar n3002pvnb3520ubu-05,dell,ofis-is,siyah,2 kg ve altı,intel core i5,intel core i5,12.0,,4.4,32.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,120.0,wva,freedos,2025-12-03 01:22:15,29999.0,https://www.hepsiburada.com/dell-vostro-3520-i5-1235u-32gb-1tb-ssd-15-6-fhd-freefreedso-tasinabilir-bilgisayar-n3002pvnb3520ubu-05-pm-hbc000078i406,hepsiburada,hb_details_202512030147.csv
dell pro 16 plus pb16250 ultra 7 265u 32gb 1tb ssd 16 fhd+ windows 11 pro taşınabilir bilgisayar,dell,ofis-is,gri,2 kg ve altı,intel core ultra 7,265u,,,5.3,32.0,ddr5,integrated,integrated,0.0,shared,1024.0,,16.0,1920x1200,fhd,60.0,tn,windows pro,2025-12-03 01:22:16,64999.0,https://www.hepsiburada.com/dell-pro-16-plus-pb16250-ultra-7-265u-32gb-1tb-ssd-16-fhd-windows-11-pro-tasinabilir-bilgisayar-pm-hbc00009hl960,hepsiburada,hb_details_202512030147.csv
"dell alienware 16 aurora intel core i5-210h rtx4050-65w 16gb ddr5 ram 512gb m.2 ssd 16"" 2k wqxga windows11 home ac16250",dell,,mavi,2 - 4 kg,intel core i5,210h,13.0,,4.8,16.0,ddr5,nvidia rtx 4050,dedicated_high_end,6.0,gddr6,512.0,,16.0,2560x1600,wqxga,,ips,windows home,2025-12-03 01:22:18,43599.0,https://www.hepsiburada.com/dell-alienware-16-aurora-intel-core-5-210h-rtx4050-85w-16gb-ddr5-ram-512gb-m-2-ssd-16-2k-wqxga-windows11-home-ac16250-pm-hbc00009jrdy1,hepsiburada,hb_details_202512030147.csv
