title,brand,intended_use,color,weight,cpu_family,cpu_model,cpu_generation,cpu_cores,cpu_max_ghz,ram_gb,ram_type,gpu_model,gpu_type,gpu_vram_gb,gpu_vram_type,ssd_gb,hdd_gb,screen_size_inch,resolution,display_standard,refresh_rate_hz,panel_type,operating_system,scraped_at,price_try,url,platform,source_file
"deputy p60 md62684 intel core i7 12650h 16gb ram 1tb ssd rtx4070 15.6"" 144hz ips fhd freedos",erazer,oyun,siyah,2 - 4 kg,intel core i7,12650h,12.0,10.0,4.7,16.0,ddr4,nvidia rtx 4070,dedicated,8.0,gddr7,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:00,49849.0,https://www.trendyol.com/erazer/deputy-p60-md62684-intel-core-i7-12650h-16gb-ram-1tb-ssd-rtx4070-15-6-144hz-ips-fhd-freedos-p-955451266?boutiqueid=61&merchantid=124551,trendyol,ty_details_202512030228.csv
loq i5-12450hx 16gb ram 512gb ssd rtx4050 6gb gddr6 105w 15.6 fhd 144hz freedos 83gs00pttr,lenovo,oyun,gri,2 - 4 kg,intel core i5,12450hx,12.0,8.0,4.4,16.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:01,36899.0,https://www.trendyol.com/lenovo/loq-i5-12450hx-16gb-ram-512gb-ssd-rtx4050-6gb-gddr6-105w-15-6-fhd-144hz-freedos-83gs00pttr-p-957643846?boutiqueid=61&merchantid=169540,trendyol,ty_details_202512030228.csv
"loq 15ıax9 intel core i5-12600hx 24gb 512gb ssd nvidia geforce rtx 4050 6gb gddr6 15.6"" fhd 1",lenovo,oyun,renkli,,intel core i5,12600hx,,4.0,,24.0,,nvidia rtx 4050,integrated,0.0,,512.0,,15.6,1920x1080,fhd,,,windows home,2025-12-03 02:03:07,49999.0,https://www.trendyol.com/lenovo/loq-15iax9-intel-core-i5-12600hx-24gb-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-15-6-fhd-1-p-929850698?boutiqueid=61&merchantid=107870,trendyol,ty_details_202512030228.csv
nitro v 15 13.nesil core i9 13900h-rtx4060 8gb-16gb-1tb ssd-15-6inc-w11,acer,oyun,siyah,2 - 4 kg,intel core i9,13900h,13.0,14.0,,16.0,ddr5,nvidia rtx 4060,dedicated,8.0,gddr6,,1024.0,15.6,1920x1080,fhd,,,windows home,2025-12-03 02:03:11,59999.0,https://www.trendyol.com/acer/nitro-v-15-13-nesil-core-i9-13900h-rtx4060-8gb-16gb-1tb-ssd-15-6inc-w11-p-879932006?boutiqueid=61&merchantid=624588,trendyol,ty_details_202512030228.csv
"yoga 6 amd ryzen 5 7530u 8 gb 512 gb ssd freedos 13.3"" wuxga 83b2009ntx",lenovo,ev-okul,haki,2 - 4 kg,intel core m,,,,,8.0,ddr4,integrated,dedicated,0.0,gddr6,512.0,,,1920x1080,fhd,60.0,,freedos,2025-12-03 02:03:13,31999.0,https://www.trendyol.com/lenovo/yoga-6-amd-ryzen-5-7530u-8-gb-512-gb-ssd-freedos-13-3-wuxga-83b2009ntx-p-885364272?boutiqueid=61&merchantid=107007,trendyol,ty_details_202512030228.csv
"slayer r9t3d-5070ti c1 amd ryzen 9 9955hx3d 32gb ram 1tb ssd rtx5070ti 16"" qhd ips 300hz",game garaj,oyun,gri,2 - 4 kg,amd ryzen 9,9955hx3d,9.0,16.0,5.0,32.0,ddr5,nvidia rtx 5070 ti,dedicated,12.0,gddr7,1024.0,,16.0,2560x1600,qhd_plus,300.0,ips,freedos,2025-12-03 02:03:16,98999.0,https://www.trendyol.com/game-garaj/slayer-r9t3d-5070ti-c1-amd-ryzen-9-9955hx3d-32gb-ram-1tb-ssd-rtx5070ti-16-qhd-ips-300hz-p-945611659?boutiqueid=61&merchantid=124551,trendyol,ty_details_202512030228.csv
nb vector 17 hx ai a2xwhg-086tr ultra 7 255hx 32gb ddr5 rtx5070ti gddr7 12gb 1tb ssd 17.0 qhd+ 2,msi,oyun,siyah,2 kg ve altı,intel core ultra 7,255hx,2.0,20.0,5.0,32.0,ddr5,nvidia rtx 5070 ti,integrated,12.0,gddr7,1024.0,,17.0,2560x1600,qhd_plus,240.0,,windows home,2025-12-03 02:03:17,138349.0,https://www.trendyol.com/msi/nb-vector-17-hx-ai-a2xwhg-086tr-ultra-7-255hx-32gb-ddr5-rtx5070ti-gddr7-12gb-1tb-ssd-17-0-qhd-2-p-944543398?boutiqueid=61&merchantid=106198,trendyol,ty_details_202512030228.csv
"legion 5 15irx10 intel core i̇7 13650hx 32gb 1tb ssd rtx 5060 15.3"" wuxga ips freedos 83ly00axtrt1",lenovo,oyun,siyah,2 - 4 kg,intel core i7,13650hx,13.0,14.0,4.9,32.0,ddr5,nvidia rtx 5060,dedicated,8.0,gddr7,1024.0,,15.4,1920x1200,wuxga,165.0,ips,freedos,2025-12-03 02:03:20,72999.0,https://www.trendyol.com/lenovo/legion-5-15irx10-intel-core-i7-13650hx-32gb-1tb-ssd-rtx-5060-15-3-wuxga-ips-freedos-83ly00axtrt1-p-970897234?boutiqueid=61&merchantid=104683,trendyol,ty_details_202512030228.csv
"v15 82yu0123tx r5-7520 16gb 512gb ssd 15.6"" fdos",lenovo,ofis-is,siyah,2 - 4 kg,intel core m,1000m,13.0,10.0,2.0,16.0,ddr4,intel integrated,integrated,0.0,gddr5x,512.0,,15.6,1920x1080,fhd,60.0,ips,freedos,2025-12-03 02:03:24,19989.0,https://www.trendyol.com/lenovo/v15-82yu0123tx-r5-7520-16gb-512gb-ssd-15-6-fdos-p-841222834?boutiqueid=61&merchantid=141868,trendyol,ty_details_202512030228.csv
"vivobook s16 s3607va-rp030w/intel® core™ i5-13420h/16 gb ram/1 tb ssd/16""/w11 laptop",asus,ofis-is,gri,2 kg ve altı,intel core i5,13420h,,8.0,2.1,16.0,ddr5,intel integrated,integrated,0.0,,1024.0,,16.0,1920x1200,wuxga,144.0,,windows home,2025-12-03 02:03:25,40499.0,https://www.trendyol.com/asus/vivobook-s16-s3607va-rp030w-intel-core-i5-13420h-16-gb-ram-1-tb-ssd-16-w11-laptop-p-951029245?boutiqueid=61&merchantid=106664,trendyol,ty_details_202512030228.csv
"rog strix g18 g814pp-s9002 amd ryzen 9 8940hx 32gb 1tb ssd rtx5070-8gb 115w freedos 18"" 240hz w",asus,oyun,gri,2 - 4 kg,amd ryzen 9,8940hx,8.0,16.0,4.7,32.0,ddr5,nvidia rtx 5070,dedicated,8.0,gddr7,1024.0,,18.0,2560x1600,wqxga,240.0,ips,freedos,2025-12-03 02:03:28,98999.0,https://www.trendyol.com/asus/rog-strix-g18-g814pp-s9002-amd-ryzen-9-8940hx-32gb-1tb-ssd-rtx5070-8gb-115w-freedos-18-240hz-w-p-942955723?boutiqueid=61&merchantid=106740,trendyol,ty_details_202512030228.csv
"slayer r9m3d xl-5070 c2 amd ryzen 9 9955hx3d 32gb ram 1tb ssd rtx5070 17"" qhd+ 240hz ips",game garaj,oyun,siyah,2 - 4 kg,amd ryzen 9,9955hx3d,9.0,16.0,5.0,32.0,ddr5,nvidia rtx 5070,dedicated,8.0,gddr7,1024.0,,17.0,2560x1600,qhd_plus,240.0,ips,freedos,2025-12-03 02:03:29,87189.0,https://www.trendyol.com/game-garaj/slayer-r9m3d-xl-5070-c2-amd-ryzen-9-9955hx3d-32gb-ram-1tb-ssd-rtx5070-17-qhd-240hz-ips-p-978417895?boutiqueid=61&merchantid=124551,trendyol,ty_details_202512030228.csv
"deputy p60 md62684-r32 intel core i7 12650h 32gb ram 1tb ssd rtx4070 15.6"" 144hz ips fhd free",erazer,oyun,siyah,2 - 4 kg,intel core i7,12650h,12.0,10.0,4.7,32.0,ddr4,nvidia rtx 4070,dedicated,8.0,gddr7,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:33,52999.0,https://www.trendyol.com/erazer/deputy-p60-md62684-r32-intel-core-i7-12650h-32gb-ram-1tb-ssd-rtx4070-15-6-144hz-ips-fhd-free-p-964865641?boutiqueid=61&merchantid=124551,trendyol,ty_details_202512030228.csv
"excalibur g870 i7-13620h 16gb 500gb 6gb rtx3050 165hz 15.6"" freedos gaming laptop g870.1362-bvj0x-c",casper,oyun,,2 - 4 kg,intel core i7,13620h,13.0,10.0,4.9,16.0,ddr4,nvidia rtx 3050,dedicated,6.0,gddr6,500.0,,15.6,1920x1080,fhd,165.0,ips,freedos,2025-12-03 02:03:34,41699.0,https://www.trendyol.com/casper/excalibur-g870-i7-13620h-16gb-500gb-6gb-rtx3050-165hz-15-6-freedos-gaming-laptop-g870-1362-bvj0x-c-p-963496813?boutiqueid=61&merchantid=114258,trendyol,ty_details_202512030228.csv
nb crosshair 18 hx ai a2xwgkg-014tr ultra 9 275hx 32gb ddr5 rtx5070 gddr7 8gb 1tb ssd 18.0 qhd+,msi,oyun,siyah,2 - 4 kg,intel core ultra 9,275hx,13.0,24.0,4.7,32.0,ddr5,nvidia rtx 4070,integrated,8.0,gddr7,1024.0,,18.0,2560x1600,qhd_plus,240.0,ips,windows home,2025-12-03 02:03:35,125999.0,https://www.trendyol.com/msi/nb-crosshair-18-hx-ai-a2xwgkg-014tr-ultra-9-275hx-32gb-ddr5-rtx5070-gddr7-8gb-1tb-ssd-18-0-qhd-p-947154665?boutiqueid=61&merchantid=996584,trendyol,ty_details_202512030228.csv
"ideapad slim 3 amd ryzen 5-5625u 16gb 512gb ssd w11 15.6"" fhd dizüstü bilgisayar",lenovo,ofis-is,gri,2 kg ve altı,amd ryzen 5,5625u,,6.0,4.0,16.0,ddr4,amd integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,,tn,windows home,2025-12-03 02:03:36,23499.0,https://www.trendyol.com/lenovo/ideapad-slim-3-amd-ryzen-5-5625u-16gb-512gb-ssd-w11-15-6-fhd-dizustu-bilgisayar-p-939381267?boutiqueid=61&merchantid=121474,trendyol,ty_details_202512030228.csv
"tuf gaming f15 fx607vj-rl033 core 5 210h 32gb ddr4 1 tb ssd rtx3050 gddr6 6gb 16"" fhd w11",asus,oyun,gri,2 - 4 kg,intel core i5,210h,14.0,12.0,4.5,32.0,ddr4,nvidia rtx 3050,dedicated,4.0,gddr6,1024.0,500.0,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:37,40499.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx607vj-rl033-core-5-210h-32gb-ddr4-1-tb-ssd-rtx3050-gddr6-6gb-16-fhd-w11-p-807811198?boutiqueid=61&merchantid=1007811,trendyol,ty_details_202512030228.csv
"vivobook go 15 e1504fa-nj115a3 ryzen5 7520u 8gb 512ssd 15.6"" fullhd w11p taşınabilir bilgisayar",asus,oyun,gri,2 kg ve altı,amd ryzen 5,7520u,7.0,4.0,4.5,8.0,ddr4,amd integrated,integrated,0.0,ddr4,512.0,,15.6,1920x1080,fhd,60.0,,windows home,2025-12-03 02:03:38,18999.0,https://www.trendyol.com/asus/vivobook-go-15-e1504fa-nj115a3-ryzen5-7520u-8gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgisayar-p-835691144?boutiqueid=61&merchantid=996557,trendyol,ty_details_202512030228.csv
"tuf gaming a15 fa507nvr-lp005a19 ryzen7 7435hs 32gb 1tbssd rtx4060 15.6"" fhd w11p dizüstü bilg",asus,oyun,gri,2 - 4 kg,amd ryzen 7,7435hs,7.0,8.0,4.5,32.0,ddr5,nvidia rtx 4060,dedicated,8.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,windows home,2025-12-03 02:03:39,78999.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nvr-lp005a19-ryzen7-7435hs-32gb-1tbssd-rtx4060-15-6-fhd-w11p-dizustu-bilg-p-870279979?boutiqueid=61&merchantid=1007811,trendyol,ty_details_202512030228.csv
"huma h4 v5.2.6 black intel core i7 1255u 16 gb ram 1 tb ssd freedos 14,1"" fhd",monster,ofis-is,siyah,2 kg ve altı,intel core i7,1255u,12.0,10.0,4.7,16.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,14.1,1920x1080,fhd,60.0,ips,freedos,2025-12-03 02:03:40,39099.0,https://www.trendyol.com/monster/huma-h4-v5-2-6-black-intel-core-i7-1255u-16-gb-ram-1-tb-ssd-freedos-14-1-fhd-p-727900165?boutiqueid=61&merchantid=105286,trendyol,ty_details_202512030228.csv
"ideapad slim 3/ amd ryzen 5 7520u/ 8gb ram/ 512gb ssd/ 15.6"" fhd/ w11/ laptop 82xq00jktx",lenovo,ev-okul,gri,2 kg ve altı,amd ryzen 5,7520u,,4.0,4.3,8.0,,intel integrated,integrated,0.0,,512.0,,15.6,1920x1080,fhd,,tn,windows home,2025-12-03 02:03:41,19399.0,https://www.trendyol.com/lenovo/ideapad-slim-3-amd-ryzen-5-7520u-8gb-ram-512gb-ssd-15-6-fhd-w11-laptop-82xq00jktx-p-950608738?boutiqueid=61&merchantid=122596,trendyol,ty_details_202512030228.csv
"vivobook go 15 amd ryzen 5 7520u 8gb 1tb ssd 15.6"" fhd freedos notebook e1504fa-bq1741 001",asus,ofis-is,gri,2 kg ve altı,amd ryzen 5,7520u,7.0,4.0,4.3,8.0,lpddr5,amd integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,freedos,2025-12-03 02:03:42,18990.0,https://www.trendyol.com/asus/vivobook-go-15-amd-ryzen-5-7520u-8gb-1tb-ssd-15-6-fhd-freedos-notebook-e1504fa-bq1741-001-p-1026135477?boutiqueid=61&merchantid=114271,trendyol,ty_details_202512030228.csv
inspiron 15 3530 i7-1355u 16gb 1tb 15.6inç fhd 60hz ips ubuntu dokunmatik laptop (i35301018tu),dell,ofis-is,siyah,2 - 4 kg,intel core i7,1335u,13.0,8.0,5.0,16.0,ddr4,integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,60.0,ips,freedos,2025-12-03 02:03:44,31999.0,https://www.trendyol.com/dell/inspiron-15-3530-i7-1355u-16gb-1tb-15-6inc-fhd-60hz-ips-ubuntu-dokunmatik-laptop-i35301018tu-p-890640265?boutiqueid=61&merchantid=514546,trendyol,ty_details_202512030228.csv
"victus gaming 16-r1012nt 9j1k2ea i̇7-14700hx 32 gb 1tb ssd 8gb rtx4070 240hz qhd 16.1"" freedos",hp,oyun,gri,2 - 4 kg,intel core i7,14700hx,14.0,20.0,5.0,32.0,ddr5,nvidia rtx 4070,dedicated,8.0,gddr6,1024.0,,16.1,2560x1440,qhd,240.0,ips,freedos,2025-12-03 02:03:45,74999.0,https://www.trendyol.com/hp/victus-gaming-16-r1012nt-9j1k2ea-i7-14700hx-32-gb-1tb-ssd-8gb-rtx4070-240hz-qhd-16-1-freedos-p-797540067?boutiqueid=61&merchantid=154426,trendyol,ty_details_202512030228.csv
"excalibur g920 i9-14900hx 64gb 2tb rtx5070ti 12gb 300hz 16"" freedos gaming laptop g920.1490-exp0x-e",casper,oyun,siyah,2 - 4 kg,intel core i9,14900hx,14.0,24.0,5.0,64.0,ddr5,nvidia rtx 5070 ti,dedicated,12.0,gddr7,2048.0,,16.0,2560x1600,other,300.0,ips,freedos,2025-12-03 02:03:47,117599.0,https://www.trendyol.com/casper/excalibur-g920-i9-14900hx-64gb-2tb-rtx5070ti-12gb-300hz-16-freedos-gaming-laptop-g920-1490-exp0x-e-p-920536604?boutiqueid=61&merchantid=114258,trendyol,ty_details_202512030228.csv
slayer5 9xl-5080 c3 intel ultra 9 275hx 64gb ram 2tb ssd rtx5080 17,game garaj,oyun,siyah,2 - 4 kg,intel core ultra 9,275hx,,24.0,5.0,64.0,ddr5,nvidia rtx 5080,dedicated,16.0,gddr7,2048.0,,17.0,2560x1600,qhd_plus,240.0,ips,freedos,2025-12-03 02:03:48,129799.0,https://www.trendyol.com/game-garaj/slayer5-9xl-5080-c3-intel-ultra-9-275hx-64gb-ram-2tb-ssd-rtx5080-17-p-950905090?boutiqueid=61&merchantid=124551,trendyol,ty_details_202512030228.csv
victus/core i5-13500h/16 ram/512 gb ssd/rtx4060 /16.1''/win11/laptop mavi 7p6l2ea,hp,oyun,gri,2 - 4 kg,intel core i5,13500h,13.0,12.0,4.7,16.0,ddr5,nvidia rtx 4060,dedicated,8.0,gddr6,512.0,,16.1,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:49,53000.0,https://www.trendyol.com/hp/victus-core-i5-13500h-16-ram-512-gb-ssd-rtx4060-16-1-win11-laptop-mavi-7p6l2ea-p-759217776?boutiqueid=61&merchantid=275331,trendyol,ty_details_202512030228.csv
"ideapad1 celeron n4120 4gb ram 128gb 15.6"" windows 11 taşınabilir bilgisayar",lenovo,ofis-is,gri,2 - 4 kg,intel celeron,n4120,4.0,6.0,2.6,4.0,ddr4,integrated,integrated,0.0,shared,128.0,,15.6,1366x768,fhd,,tn,windows home,2025-12-03 02:03:52,11999.0,https://www.trendyol.com/lenovo/ideapad1-celeron-n4120-4gb-ram-128gb-15-6-windows-11-tasinabilir-bilgisayar-p-800761943?boutiqueid=61&merchantid=557390,trendyol,ty_details_202512030228.csv
"vivobook 15 i7-1355u 12gb 512gb ssd 15.6"" fhd freedos taşınabilir bilgisayar x1504va-nj1499",asus,ofis-is,mavi,2 kg ve altı,intel core i7,1355u,13.0,10.0,5.0,12.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,led,freedos,2025-12-03 02:03:53,25499.0,https://www.trendyol.com/asus/vivobook-15-i7-1355u-12gb-512gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-x1504va-nj1499-p-893295623?boutiqueid=61&merchantid=106934,trendyol,ty_details_202512030228.csv
"ideapad/celeron /4gb ram/128gb emmc /15.6""/win 11/82v7005mtx laptop gri",lenovo,ev-okul,gri,2 kg ve altı,intel celeron,n4120,,4.0,2.0,,ddr4,intel integrated,integrated,0.0,,,128.0,15.6,1366x768,hd,,led,windows home,2025-12-03 02:03:54,10299.0,https://www.trendyol.com/lenovo/ideapad-celeron-4gb-ram-128gb-emmc-15-6-win-11-82v7005mtx-laptop-gri-p-671361558?boutiqueid=61&merchantid=557390,trendyol,ty_details_202512030228.csv
"loq 83fq000utr i5-12450hx 16gb 512ssd a530m 15.6"" fullhd freedos taşınabilir bilgisayar",lenovo,oyun,gri,2 - 4 kg,intel core i5,12450h,12.0,8.0,4.4,16.0,ddr5,intel integrated,dedicated,4.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:56,29899.0,https://www.trendyol.com/lenovo/loq-83fq000utr-i5-12450hx-16gb-512ssd-a530m-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-818378976?boutiqueid=61&merchantid=797201,trendyol,ty_details_202512030228.csv
"scout 17 e1 md600006-r32 intel ultra 5 210h 32gb ram 1tb ssd rtx5050 17"" 144hz fhd ips freedos",erazer,oyun,siyah,2 - 4 kg,intel core i5,210h,,8.0,4.8,32.0,ddr5,nvidia rtx 5050,dedicated,8.0,gddr7,1024.0,,17.0,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:03:58,64999.0,https://www.trendyol.com/erazer/scout-17-e1-md600006-r32-intel-ultra-5-210h-32gb-ram-1tb-ssd-rtx5050-17-144hz-fhd-ips-freedos-p-947753633?boutiqueid=61&merchantid=887980,trendyol,ty_details_202512030228.csv
"inspiron 15 3520 i352010030u i5-1235u 8gb 512ssd 15.6"" fullhd freedos dizüstü bilgisayar",dell,ofis-is,siyah,2 kg ve altı,intel core i5,1235u,12.0,10.0,4.4,8.0,ddr4,intel integrated,integrated,0.0,,512.0,,15.6,1920x1080,fhd,120.0,tn,freedos,2025-12-03 02:03:59,20896.9,https://www.trendyol.com/dell/inspiron-15-3520-i352010030u-i5-1235u-8gb-512ssd-15-6-fullhd-freedos-dizustu-bilgisayar-p-869201701?boutiqueid=61&merchantid=953207,trendyol,ty_details_202512030228.csv
"excalibur g870 i7-13620h 16gb 1tb rtx5070 8gb 165hz 15.6"" freedos gaming laptop g870.1362-bf70x-c",casper,oyun,,2 - 4 kg,intel core i7,13620h,13.0,10.0,4.9,16.0,ddr5,nvidia rtx 5070,dedicated,8.0,gddr7,1024.0,,15.6,1920x1080,fhd,165.0,ips,freedos,2025-12-03 02:04:00,64499.0,https://www.trendyol.com/casper/excalibur-g870-i7-13620h-16gb-1tb-rtx5070-8gb-165hz-15-6-freedos-gaming-laptop-g870-1362-bf70x-c-p-941284917?boutiqueid=61&merchantid=114258,trendyol,ty_details_202512030228.csv
yenilenmiş alfa 620c intel celeron n4020 4gb 128 gb ssd windows 11 14'' gri bilgisayar b kalite,hometech,ofis-is,gümüş,2 kg ve altı,intel celeron,n4020,4.0,2.0,2.8,4.0,lpddr3,intel integrated,integrated,0.0,shared,128.0,,14.1,1366x768,hd,60.0,tn,windows home,2025-12-03 02:04:01,12500.0,https://www.trendyol.com/hometech/yenilenmis-alfa-620c-intel-celeron-n4020-4gb-128-gb-ssd-windows-11-14-gri-bilgisayar-b-kalite-p-790237061?boutiqueid=61&merchantid=614180,trendyol,ty_details_202512030228.csv
loq 15iax9 intel core i5 12450hx 24gb 1tb ssd rtx4050 freedos 15.6'' fhd 83gs00qetr,lenovo,oyun,gri,2 - 4 kg,intel core i5,12450hx,12.0,8.0,4.4,24.0,ddr5,nvidia rtx 4050,dedicated,6.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:04:02,42499.0,https://www.trendyol.com/lenovo/loq-15iax9-intel-core-i5-12450hx-24gb-1tb-ssd-rtx4050-freedos-15-6-fhd-83gs00qetr-p-1011311468?boutiqueid=61&merchantid=106934,trendyol,ty_details_202512030228.csv
"tulpar t6 v3.1.4 intel core i7 13700hx 16 gb ram 1 tb ssd 8 gb rtx 4060 freedos 16"" fhd+ 165 hz",monster,oyun,siyah,2 - 4 kg,intel core i7,13700hx,13.0,16.0,5.0,16.0,ddr5,nvidia rtx 4060,dedicated,8.0,gddr6,1024.0,,16.0,1920x1200,fhd,165.0,ips,freedos,2025-12-03 02:04:03,62999.0,https://www.trendyol.com/monster/tulpar-t6-v3-1-4-intel-core-i7-13700hx-16-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-16-fhd-165-hz-p-878527313?boutiqueid=61&merchantid=141868,trendyol,ty_details_202512030228.csv
"nitro 5 an515-57 corei7 11800h 16gb 512gb ssd rtx 3050ti 4gb fdos 15.6"" notebook nh.qesey.002",acer,oyun,siyah,2 - 4 kg,intel core i7,11800h,11.0,8.0,4.6,16.0,,nvidia rtx 3050 ti,dedicated,4.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:04:04,59999.0,https://www.trendyol.com/acer/nitro-5-an515-57-corei7-11800h-16gb-512gb-ssd-rtx-3050ti-4gb-fdos-15-6-notebook-nh-qesey-002-p-330170246?boutiqueid=61&merchantid=200228,trendyol,ty_details_202512030228.csv
"excalibur g870 i7-13620h 32gb 2tb 8gb rtx5050 165hz 15.6"" freedos gaming laptop g870.1362-dx50x-c",casper,oyun,,2 - 4 kg,intel core i7,13620h,13.0,10.0,4.9,32.0,ddr5,nvidia rtx 5050,dedicated,8.0,gddr7,2048.0,,15.6,1920x1080,fhd,165.0,ips,freedos,2025-12-03 02:04:06,61799.0,https://www.trendyol.com/casper/excalibur-g870-i7-13620h-32gb-2tb-8gb-rtx5050-165hz-15-6-freedos-gaming-laptop-g870-1362-dx50x-c-p-960867348?boutiqueid=61&merchantid=114258,trendyol,ty_details_202512030228.csv
vector 18 hx ai a2xwig-666xtr intel core ultra 9 275hx 32gb ddr5 1tb ssd 16gb rtx5080 gddr7 16″,msi,oyun,siyah,2 - 4 kg,intel core ultra 9,275hx,,24.0,5.0,32.0,ddr5,nvidia rtx 5080,dedicated,16.0,gddr7,1024.0,,16.0,2560x1600,qhd,240.0,ips,freedos,2025-12-03 02:04:07,168189.0,https://www.trendyol.com/msi/vector-18-hx-ai-a2xwig-666xtr-intel-core-ultra-9-275hx-32gb-ddr5-1tb-ssd-16gb-rtx5080-gddr7-16-p-947154914?boutiqueid=61&merchantid=106198,trendyol,ty_details_202512030228.csv
"scout 17 e1 md600006 intel ultra 5 210h 16gb 1tb rtx5050 17"" 144hz fhd ips freedos oyuncu laptop",erazer,oyun,siyah,2 - 4 kg,intel core i5,210h,,8.0,4.8,16.0,ddr5,nvidia rtx 5050,dedicated,8.0,gddr7,1024.0,,17.0,1920x1080,fhd,144.0,ips,freedos,2025-12-03 02:04:09,52200.0,https://www.trendyol.com/erazer/scout-17-e1-md600006-intel-ultra-5-210h-16gb-1tb-rtx5050-17-144hz-fhd-ips-freedos-oyuncu-laptop-p-947521122?boutiqueid=61&merchantid=1136710,trendyol,ty_details_202512030228.csv
"tuf gaming f15 i5-12500h 32gb 1tb ssd rtx3050 15.6"" fullhd w11 pro fx507zc4-hn205a15",asus,oyun,gri,2 - 4 kg,intel core i5,12500h,12.0,10.0,4.5,32.0,ddr4,nvidia rtx 3050,dedicated,4.0,ddr4,1024.0,,15.6,1920x1080,fhd,144.0,,windows home,2025-12-03 02:04:10,46599.0,https://www.trendyol.com/asus/tuf-gaming-f15-i5-12500h-32gb-1tb-ssd-rtx3050-15-6-fullhd-w11-pro-fx507zc4-hn205a15-p-829959049?boutiqueid=61&merchantid=1069329,trendyol,ty_details_202512030228.csv
"slayer x5t-5050 c3 intel core i5 13500hx 32gb ram 2tb ssd rtx5050 16"" wuxga 165hz ips freedos",game garaj,oyun,gri,2 - 4 kg,intel core i5,13500hx,13.0,14.0,4.7,32.0,ddr5,nvidia rtx 5050,dedicated,8.0,gddr7,2048.0,,16.0,1920x1200,wuxga,165.0,ips,freedos,2025-12-03 02:04:11,53799.0,https://www.trendyol.com/game-garaj/slayer-x5t-5050-c3-intel-core-i5-13500hx-32gb-ram-2tb-ssd-rtx5050-16-wuxga-165hz-ips-freedos-p-967147226?boutiqueid=61&merchantid=124551,trendyol,ty_details_202512030228.csv
vivobook 15 x1504va i7 1355u 24gb 1tb ssd iris x?15.6'' fhd win11home nj426wh07 + zettaçanta,asus,ofis-is,siyah,2 kg ve altı,intel core i7,1355u,13.0,10.0,4.6,24.0,ddr4,intel integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,,,windows home,2025-12-03 02:04:12,39999.0,https://www.trendyol.com/asus/vivobook-15-x1504va-i7-1355u-24gb-1tb-ssd-iris-x-15-6-fhd-win11home-nj426wh07-zettacanta-p-861757988?boutiqueid=61&merchantid=334898,trendyol,ty_details_202512030228.csv
ideapad 3 i3-1215u 16gb 1tb m.2 ssd 82rk00x8txatl35 15.6'' w11h notebook + çanta+ mouse,lenovo,ofis-is,gri,2 kg ve altı,intel core i3,1215u,12.0,10.0,4.4,16.0,ddr4,integrated,integrated,0.0,shared,1024.0,,15.6,1920x1080,fhd,,tn,windows home,2025-12-03 02:04:13,23999.0,https://www.trendyol.com/lenovo/ideapad-3-i3-1215u-16gb-1tb-m-2-ssd-82rk00x8txatl35-15-6-w11h-notebook-canta-mouse-p-813499060?boutiqueid=61&merchantid=557390,trendyol,ty_details_202512030228.csv
